C8,4186.01
C#8,4434.92
D8,4698.63
D#8,4978.03
E8,5274.04
F8,5587.65
F#8,5919.91
G8,6271.93
G#8,6644.88
A8,7040.00
A#8,7458.62
B8,7902.13
